Name,R_grp_SMILES,SMILE,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
BDTThIT-M,O=C(C/1=C\C2=CC3=C(S2)C4=C(C3(C5=CC=C([R14])C=C5)C6=CC=C([R14])C=C6)C7=C(C(C8=CC=C([R4])S8)=C9C%10=C(SC9=C7C%11=CC=C([R4])S%11)C%12=C(C=C(S%12)/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=CC(C)=C%14)=O)C%10(C%15=CC=C([R14])C=C%15)C%16=CC=C([R14])C=C%16)S4)C%17=C(C1=C(C#N)/C#N)C=CC(C)=C%17,O=C(c1ccc(C)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8ccc(C)cc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,methyl group is variable attachment,BDTThIT-M,,,,
BDTIT-M,O=C(C/1=C\C2=CC3=C(S2)C4=C(C3(C5=CC=C([R14])C=C5)C6=CC=C([R14])C=C6)C7=CC8=C(C9=C(S8)C%10=C(C=C(S%10)/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=CC(C)=C%12)=O)C9(C%13=CC=C([R14])C=C%13)C%14=CC=C([R14])C=C%14)C=C7S4)C%15=C(C1=C(C#N)/C#N)C=CC(C)=C%15,O=C(c1ccc(C)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(c5sc(CC(CC)CCCC)cc5)c5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8ccc(C)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(c5sc(CC(CC)CCCC)cc5)c4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,,BDTIT-M,,,207 and 208 should be opposite names in literature! https://pubs.rsc.org/en/content/articlelanding/2018/ta/c7ta10763c,
TTIC-F,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4c5c(sc4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C5(c2ccc([R14])cc2)c2ccc([R14])cc2)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4c5c(sc4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,,TTIC-F,Fluorines should be markush bonds,,,
BDT-IC,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,"same structure, different labels",BDT-IC,,,,
IFT-M,[R2]C1([R2])c2cc(c3sc(/C=C(C#N)/C#N)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C(C#N)/C#N)cc5)cc4C([R2])3[R2])cc21,CCCCCCC1(CCCCCC)c2cc(c3sc(/C=C(C#N)/C#N)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C(C#N)/C#N)cc5)cc4C(CCCCCC)3CCCCCC)cc21,,IFT-M,,,,
IFT-ECA,[R2]C1([R2])c2cc(c3sc(/C=C(C#N)/C(OCC)=O)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C(C#N)/C(OCC)=O)cc5)cc4C([R2])3[R2])cc21,CCCCCCC1(CCCCCC)c2cc(c3sc(/C=C(C#N)/C(OCC)=O)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C(C#N)/C(OCC)=O)cc5)cc4C(CCCCCC)3CCCCCC)cc21,,IFT-ECA,,,,
IFT-IC,[R2]C1([R2])c2cc(c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc5)cc4C([R2])3[R2])cc21,CCCCCCC1(CCCCCC)c2cc(c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc5)cc4C(CCCCCC)3CCCCCC)cc21,,IFT-IC,,,,
IFT-TH,[R2]C1([R2])c2cc(c3sc(/C=C4C(N(CC)C(N(CC)C\4=O)=S)=O)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C6C(N(CC)C(N(CC)C\6=O)=S)=O)cc5)cc4C([R2])3[R2])cc21,CCCCCCC1(CCCCCC)c2cc(c3sc(/C=C4C(N(CC)C(N(CC)C\4=O)=S)=O)cc3)ccc2c2cc3c(c4ccc(c5sc(/C=C6C(N(CC)C(N(CC)C\6=O)=S)=O)cc5)cc4C(CCCCCC)3CCCCCC)cc21,,IFT-TH,,,,
DTCCIC-C17 duplicate,O=C1c2c(C(/C1=C/c1sc(c3cc4n(C([R2])[R2])c5cc(c6c(C([R2])7[R2])cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)s6)c7cc5c4cc3C3([R2])[R2])c3c1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1sc(c3cc4n(C(CCCCCCCC)CCCCCCCC)c5cc(c6c(C(CCCCCCCC)7CCCCCCCC)cc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)s6)c7cc5c4cc3C3(CCCCCCCC)CCCCCCCC)c3c1)=C(C#N)/C#N)cccc2,wrong structure,DTCCIC-C17,Duplicate on here and PDF,,,
CzC6C8,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2ccc3c4ccc(c5ccc(/C=C6C(N(CC)C(S/6)=S)=O)c6c5nsn6)cc4n([R1])c3c2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2ccc3c4ccc(c5ccc(/C=C6C(N(CC)C(S/6)=S)=O)c6c5nsn6)cc4n(CC(CCCCCC)CCCCCCCC)c3c2)cc1,,CzC6C8,,,,
CzC8,S=C(S/C1=C\C2=CC=C(C3=CC=C4C5=CC=C(C=C5N(C4=C3)[R2])C6=CC=C(C7=NSN=C76)/C=C8C(N(C(S/8)=S)CC)=O)C9=NSN=C29)N(CC)C1=O,,,CzC8,,,,
IDTC,O=C1c2cscc2C(/C1=C/c1cc([R4])c(c2sc3c(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4c3cc(C(c3ccc([R14])cc3)3c5ccc([R14])cc5)c(c5c3cc(c3c([R4])cc(/C=C6/C(c7cscc7C6=O)=C(C#N)\C#N)s3)s5)c4)c2)s1)=C(C#N)/C#N,O=C1c2cscc2C(/C1=C/c1cc(CC(CC)CCCC)c(c2sc3c(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c3cc(C(c3ccc(CCCCCC)cc3)3c5ccc(CCCCCC)cc5)c(c5c3cc(c3c(CC(CC)CCCC)cc(/C=C6/C(c7cscc7C6=O)=C(C#N)\C#N)s3)s5)c4)c2)s1)=C(C#N)/C#N,,IDTC,,,,
IDTO,O=C1c2cscc2C(/C1=C/c1cc(O[R4])c(c2cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(c5c(O[R4])cc(/C=C7/C(c8cscc8C7=O)=C(C#N)\C#N)s5)s6)c3)c4s2)s1)=C(C#N)/C#N,O=C1c2cscc2C(/C1=C/c1cc(OCC(CC)CCCC)c(c2cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4cc(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)c(c6c5cc(c5c(OCC(CC)CCCC)cc(/C=C7/C(c8cscc8C7=O)=C(C#N)\C#N)s5)s6)c3)c4s2)s1)=C(C#N)/C#N,,IDTO,,,,
BTA7,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4c(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)cc(c6c7nn([R2])nc7c(/C=C(C#N)/C#N)cc6)s4)c5cc3c3c2cc(c2c4nn([R2])nc4c(/C=C(C#N)/C#N)cc2)s3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7nn(CCCCCCCC)nc7c(/C=C(C#N)/C#N)cc6)s4)c5cc3c3c2cc(c2c4nn(CCCCCCCC)nc4c(/C=C(C#N)/C#N)cc2)s3)cc1,,BTA7,,,,
BT2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4c(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)cc(c6c7nsnc7c(/C=C7C(N(CC)C(S\7)=O)=O)cc6)s4)c5cc3c3c2cc(c2c4nsnc4c(/C=C4C(N(CC)C(S\4)=O)=O)cc2)s3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7nsnc7c(/C=C7C(N(CC)C(S\7)=O)=O)cc6)s4)c5cc3c3c2cc(c2c4nsnc4c(/C=C4C(N(CC)C(S\4)=O)=O)cc2)s3)cc1,,BT2,,,,
BT2b,[R2]C1([R2])c2cc(c3c(C([R2])4[R2])cc(c5c6nsnc6c(/C=C6C(N(CC)C(S\6)=O)=O)cc5)s3)c4cc2c2c1cc(c1c3nsnc3c(/C=C3C(N(CC)C(S\3)=O)=O)cc1)s2,CCCCCCCCC1(CCCCCCCC)c2cc(c3c(C(CCCCCCCC)4CCCCCCCC)cc(c5c6nsnc6c(/C=C6C(N(CC)C(S\6)=O)=O)cc5)s3)c4cc2c2c1cc(c1c3nsnc3c(/C=C3C(N(CC)C(S\3)=O)=O)cc1)s2,,BT2b,,,,
CDTCN,O=C1c2c(C(/C1=C/c1ccc(c3sc(c4cc5n([R2])c6cc(c7sc(c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8)cc7C7(c8ccc([R14])cc8)c8ccc([R14])cc8)c7cc6c5cc4C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c4c3)s1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1ccc(c3sc(c4cc5n(CCCCCCCC)c6cc(c7sc(c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8)cc7C7(c8ccc(CCCCCC)cc8)c8ccc(CCCCCC)cc8)c7cc6c5cc4C4(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c4c3)s1)=C(C#N)/C#N)cccc2,,CDTCN,,,,
IDT-T incorrect,O=C1c2c(C(/C1=C/c1ccc(c3cc(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4c5cc(C(c6ccc([R14])cc6)(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc([R14])cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1ccc(c3cc(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c5cc(C(c6ccc(CCCCCC)cc6)(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc(CCCCCC)cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,wrong structure,IDT-T,"Duplicate here, triplicate on PDF",Same name has different structures,IDT-T is wrong! Not even the right structure. https://pubs.rsc.org/en/content/articlelanding/2021/ee/d1ee01220g,
BTA100,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7c(OC)c(OC)c(/C=C8C(N(CC)C(S\8)=O)=O)c8c7nn([R2])n8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2c(OC)c(OC)c(/C=C4C(N(CC)C(S\4)=O)=O)c4c2nn([R2])n4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7c(OC)c(OC)c(/C=C8C(N(CC)C(S\8)=O)=O)c8c7nn(CCCCCCCC)n8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2c(OC)c(OC)c(/C=C4C(N(CC)C(S\4)=O)=O)c4c2nn(CCCCCCCC)n4)c3)cc1,,BTA100,,,,
BTA101,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7c(OC)c(OC)c(/C=C8C(N(CC)C(S\8)=S)=O)c8c7nn([R2])n8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2c(OC)c(OC)c(/C=C4C(N(CC)C(S\4)=S)=O)c4c2nn([R2])n4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7c(OC)c(OC)c(/C=C8C(N(CC)C(S\8)=S)=O)c8c7nn(CCCCCCCC)n8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2c(OC)c(OC)c(/C=C4C(N(CC)C(S\4)=S)=O)c4c2nn(CCCCCCCC)n4)c3)cc1,,BTA101,,,,
BTA103,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7c(OC)c(OC)c(/C=C8C(N(CC)/C(S\8)=C(C#N)/C#N)=O)c8c7nn([R2])n8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2c(OC)c(OC)c(/C=C4C(N(CC)/C(S\4)=C(C#N)/C#N)=O)c4c2nn([R2])n4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7c(OC)c(OC)c(/C=C8C(N(CC)/C(S\8)=C(C#N)/C#N)=O)c8c7nn(CCCCCCCC)n8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2c(OC)c(OC)c(/C=C4C(N(CC)/C(S\4)=C(C#N)/C#N)=O)c4c2nn(CCCCCCCC)n4)c3)cc1,,BTA103,,,,
4TIC,O=C1c2c(C(/C1=C/c1cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4sc(c5c6cc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)\C#N)s5)c(C6(c5ccc([R14])cc5)c5ccc([R14])cc5)c4sc33)c3s1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4sc(c5c6cc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)\C#N)s5)c(C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c4sc33)c3s1)=C(C#N)/C#N)cccc2,,4TIC,,,,
COi8DFIC,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc(sc(c2sc3c4c(c5c(C(c6ccc([R14])cc6)(O4)c4ccc([R14])cc4)c4sc(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)\C#N)cc4s5)sc3c2O2)c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)c3s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc(sc(c2sc3c4c(c5c(C(c6ccc(CCCCCC)cc6)(O4)c4ccc(CCCCCC)cc4)c4sc(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)\C#N)cc4s5)sc3c2O2)c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c3s1,,COi8DFIC,,,,
IDT-2BR1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C([R14])5[R14])cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3([R14])[R14])s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(CCCCCC)5CCCCCC)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CCCCCC)CCCCCC)s2)cc1,,IDT-2BR1,,,,
ATT-2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4c(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)cc(c6c7sc(C(O[R2])=O)cc7c(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)s4)c5cc3c3c2cc(c2c4sc(C(O[R2])=O)cc4c(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)s2)s3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7sc(C(OCCCCCCCC)=O)cc7c(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)s4)c5cc3c3c2cc(c2c4sc(C(OCCCCCCCC)=O)cc4c(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)s2)s3)cc1,,ATT-2,,,,
ACS8,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4S[R4])sc3c3cc4c(c5sc(c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6S[R4])cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4SCC(CC)CCCC)sc3c3cc4c(c5sc(c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6SCC(CC)CCCC)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ACS8,,,,
IFIC-i-4F,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(S4)C5=C6C(F)=C(SC6=C(S5)/C=C7C(C8=C(C\7=C(C#N)/C#N)C=CC(F)=C8)=O)C(O[R4])=O)C=C9C(C%10=C(C=C(S%10)C%11=C%12C(F)=C(SC%12=C(S%11)/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=CC(F)=C%14)=O)C(O[R4])=O)C(C%15=CC=C([R14])C=C%15)9C%16=CC=C([R14])C=C%16)=C3)C%17=CC=C([R14])C=C%17)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7sc(C(OCC(CC)CCCC)=O)c(F)c7c(/C=C7C(c8cc(F)ccc8C\7=C(C#N)\C#N)=O)s6)s4)c5cc3c3c2cc(c2c4sc(C(OCC(CC)CCCC)=O)c(F)c4c(/C=C4C(c5cc(F)ccc5C\4=C(C#N)\C#N)=O)s2)s3)cc1,,T2,Similar to BT-SFIC,,,
IFIC-i-6F,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(S4)C5=C6C(F)=C(SC6=C(S5)/C=C7C(C8=C(C\7=C(C#N)/C#N)C=C(F)C(F)=C8)=O)C(O[R4])=O)C=C9C(C%10=C(C=C(S%10)C%11=C%12C(F)=C(SC%12=C(S%11)/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=C(F)C(F)=C%14)=O)C(O[R4])=O)C(C%15=CC=C([R14])C=C%15)9C%16=CC=C([R14])C=C%16)=C3)C%17=CC=C([R14])C=C%17)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7sc(C(OCC(CC)CCCC)=O)c(F)c7c(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)s6)s4)c5cc3c3c2cc(c2c4sc(C(OCC(CC)CCCC)=O)c(F)c4c(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)s2)s3)cc1,,T3,,,,
IFIC-i-2F,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(S4)C5=C6C(F)=C(SC6=C(S5)/C=C7C(C8=C(C\7=C(C#N)/C#N)C=CC=C8)=O)C(O[R4])=O)C=C9C(C%10=C(C=C(S%10)C%11=C%12C(F)=C(SC%12=C(S%11)/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=CC=C%14)=O)C(O[R4])=O)C(C%15=CC=C([R14])C=C%15)9C%16=CC=C([R14])C=C%16)=C3)C%17=CC=C([R14])C=C%17)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7sc(C(OCC(CC)CCCC)=O)c(F)c7c(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)s4)c5cc3c3c2cc(c2c4sc(C(OCC(CC)CCCC)=O)c(F)c4c(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)s2)s3)cc1,,T1,,,,
ATT-1,[R14]C1=CC=C(C2(C3=C(C4=C2C=C(S4)C5=C6C=C(SC6=C(S5)/C=C7C(N(/C(S\7)=C(C#N)\C#N)[R36])=O)C(O[R2])=O)C=C8C(C9=C(C=C(S9)C%10=C%11C=C(SC%11=C(S%10)/C=C%12C(N(/C(S\%12)=C(C#N)\C#N)[R36])=O)C(O[R2])=O)C(C%13=CC=C([R14])C=C%13)8C%14=CC=C([R14])C=C%14)=C3)C%15=CC=C([R14])C=C%15)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7sc(C(OCCCCCCCC)=O)cc7c(/C=C7C(N(CC)/C(S\7)=C(C#N)/C#N)=O)s6)s4)c5cc3c3c2cc(c2c4sc(C(OCCCCCCCC)=O)cc4c(/C=C4C(N(CC)/C(S\4)=C(C#N)/C#N)=O)s2)s3)cc1,,ATT-1,,,,
IDIC,[R14]C1([R14])c2cc(c3c(C4([R14])[R14])cc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s3)c4cc2c2c1cc(/C=C1C(c3ccccc3C\1=C(C#N)\C#N)=O)s2,CCCCCCC1(CCCCCC)c2cc(c3c(C4(CCCCCC)CCCCCC)cc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s3)c4cc2c2c1cc(/C=C1C(c3ccccc3C\1=C(C#N)\C#N)=O)s2,,IC-C6IDT-IC,,names are equivalent in literature,,
IDT-BT-R,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(c7ccc([R14])cc7)5c5ccc([R14])cc5)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(c3ccc([R14])cc3)c3ccc([R14])cc3)s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(c7ccc(CCCCCC)cc7)5c5ccc(CCCCCC)cc5)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)s2)cc1,"same structure, different labels",IDT-BT-R,,,,
IDT-BT-R-CN,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4c(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)cc(c6c7nsnc7c(/C=C7C(N(CCCCCC)/C(S\7)=C(C#N)/C#N)=O)cc6)s4)c5cc3c3c2cc(c2c4nsnc4c(/C=C4C(N(CCCCCC)/C(S\4)=C(C#N)/C#N)=O)cc2)s3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(c6c7nsnc7c(/C=C7C(N(CCCCCC)/C(S\7)=C(C#N)/C#N)=O)cc6)s4)c5cc3c3c2cc(c2c4nsnc4c(/C=C4C(N(CCCCCC)/C(S\4)=C(C#N)/C#N)=O)cc2)s3)cc1,,IDT-BT-R-CN,,,,
I-IDTBTRh,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(c7ccc(O[R2])cc7)5c5ccc(O[R2])cc5)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(c3ccc(O[R2])cc3)c3ccc(O[R2])cc3)s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(c7ccc(OCCCCCCCC)cc7)5c5ccc(OCCCCCCCC)cc5)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(c3ccc(OCCCCCCCC)cc3)c3ccc(OCCCCCCCC)cc3)s2)cc1,,I-IDTBTRh,,,,
BTA1,S=C(N(C/1=O)CC)SC1=C/c1c2nn([R2])nc2c(c2cc3c(c4cc5c(c6c(C(c7ccc([R14])cc7)5c5ccc([R14])cc5)cc(c5c7nn([R2])nc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(c3ccc([R14])cc3)c3ccc([R14])cc3)s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nn(CCCCCCCC)nc2c(c2cc3c(c4cc5c(c6c(C(c7ccc(CCCCCC)cc7)5c5ccc(CCCCCC)cc5)cc(c5c7nn(CCCCCCCC)nc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)s2)cc1,,BTA1,,,,
IEIC1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s4)sc3c3cc4c(c5sc(c6ccc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4ccc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s4)sc3c3cc4c(c5sc(c6ccc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IEIC1,,,,
